,header,line,caption,tag,normed,,
5766,p057c1,cocina imaginativa,5.7. Restaurante,CERE::c1::p057,cocina imaginativa,5.7. Restaurant --- Imaginative kitchen, Imaginative kitchen
5767,p057c1,entremés,5.7. Restaurante,CERE::c1::p057,entremés,5.7. Restaurant --- Entremés, Entremés
5768,p057c1,entrante,5.7. Restaurante,CERE::c1::p057,entrante,5.7. Restaurant --- incoming, incoming
5769,p057c1,cocina de autor,5.7. Restaurante,CERE::c1::p057,cocina de autor,5.7. Restaurant --- Author Kitchen, Author Kitchen
5770,p057c1,taberna,5.7. Restaurante,CERE::c1::p057,taberna,5.7. Restaurant --- Taberna, Taberna
5771,p057c1,restaurante de renombre internacional,5.7. Restaurante,CERE::c1::p057,restaurante de renombre internacional,5.7. Restaurant --- International renowned restaurant, International renowned restaurant
5772,p061c1,centro acreditado,6.1. Centros e instituciones educativas,CERE::c1::p061,centro acreditado,6.1. Educational centers and institutions --- accredited center, accredited center
5773,p061c1,conservatorio,6.1. Centros e instituciones educativas,CERE::c1::p061,conservatorio,6.1. Educational centers and institutions --- conservatory, conservatory
5774,p061c1,liceo,6.1. Centros e instituciones educativas,CERE::c1::p061,liceo,6.1. Educational centers and institutions --- Lyceum, Lyceum
5775,p061c1,rectorado,6.1. Centros e instituciones educativas,CERE::c1::p061,rectorado,6.1. Educational Centers and Institutions --- Rectorate, Rectorate
5776,p061c1,decanato,6.1. Centros e instituciones educativas,CERE::c1::p061,decanato,6.1. Educational Centers and Institutions --- Deanato, Deanato
5777,p062c1,pedagogo,6.2. Profesorado y alumnado,CERE::c1::p062,pedagogo,6.2. Teachers and students --- Pedagogue, Pedagogue
5778,p062c1,docente,6.2. Profesorado y alumnado,CERE::c1::p062,docente,6.2. Teachers and students --- Teacher, Teacher
5779,p062c1,preparador,6.2. Profesorado y alumnado,CERE::c1::p062,preparador,6.2. Teachers and students --- coach, coach
5780,p062c1,educador,6.2. Profesorado y alumnado,CERE::c1::p062,educador,6.2. Teachers and students --- educator, educator
5781,p062c1,instructor,6.2. Profesorado y alumnado,CERE::c1::p062,instructor,6.2. Teachers and students --- Instructor, Instructor
5782,p062c1,lector,6.2. Profesorado y alumnado,CERE::c1::p062,lector,6.2. Teachers and students --- Reader, Reader
5783,p062c1,discípulo,6.2. Profesorado y alumnado,CERE::c1::p062,discípulo,6.2. Teachers and students --- disciple, disciple
5784,p062c1,decano,6.2. Profesorado y alumnado,CERE::c1::p062,decano,6.2. Teachers and students --- Dean, Dean
5785,p062c1,repetidor,6.2. Profesorado y alumnado,CERE::c1::p062,repetidor,6.2. Teachers and students --- repeater, repeater
5786,p062c1,tribunal (de examen),6.2. Profesorado y alumnado,CERE::c1::p062,tribunal (de examen),6.2. Teachers and students --- Court (exam), Court (exam)
5787,p062c1,claustro (de profesores),6.2. Profesorado y alumnado,CERE::c1::p062,claustro (de profesores),6.2. Teachers and students --- Cloister (of teachers), Cloister (of teachers)
5788,p062c1,becario,6.2. Profesorado y alumnado,CERE::c1::p062,becario,6.2. Teachers and students --- Scholarship, Scholarship
5789,p063c1,formación continua,6.3. Sistema educativo,CERE::c1::p063,formación continua,6.3. Educational System --- Continuous Training, Continuous Training
5790,p063c1,charla,6.3. Sistema educativo,CERE::c1::p063,charla,6.3. Educational System --- Talk, Talk
5791,p063c1,cursillo,6.3. Sistema educativo,CERE::c1::p063,cursillo,6.3. Educational System --- Cursillo, Cursillo
5792,p063c1,disciplina,6.3. Sistema educativo,CERE::c1::p063,disciplina,6.3. Educational System --- Discipline, Discipline
5793,p063c1,curso preparatorio,6.3. Sistema educativo,CERE::c1::p063,curso preparatorio,6.3. Educational System --- Preparatory Course, Preparatory Course
5794,p063c1,curso de acceso a la universidad,6.3. Sistema educativo,CERE::c1::p063,curso de acceso a la universidad,6.3. Educational System --- University Access Course, University Access Course
5795,p063c1,titulación básica,6.3. Sistema educativo,CERE::c1::p063,titulación básica,6.3. Educational System --- Basic Degree, Basic Degree
5796,p063c1,titulación académica,6.3. Sistema educativo,CERE::c1::p063,titulación académica,6.3. Educational System --- Academic degree, Academic degree
5797,p063c1,fracaso escolar,6.3. Sistema educativo,CERE::c1::p063,fracaso escolar,6.3. Educational System --- School failure, School failure
5798,p063c1,formalizar la matrícula,6.3. Sistema educativo,CERE::c1::p063,a formalizar la matrícula,6.3. Educational System --- To formalize enrollment, To formalize enrollment
5799,p063c1,materia optativa,6.3. Sistema educativo,CERE::c1::p063,materia optativa,6.3. Educational System --- Optional Matter, Optional Matter
5800,p063c1,taller,6.3. Sistema educativo,CERE::c1::p063,a taller,6.3. Educational System --- To Workshop, To Workshop
5801,p063c1,materia troncal,6.3. Sistema educativo,CERE::c1::p063,materia troncal,6.3. Educational System --- Troncal Matter, Troncal Matter
5802,p063c1,sancionar a un alumno,6.3. Sistema educativo,CERE::c1::p063,a sancionar a un alumno,6.3. Educational System --- To sanction a student, To sanction a student
5803,p063c1,otorgar una plaza,6.3. Sistema educativo,CERE::c1::p063,a otorgar una plaza,6.3. Educational System --- To grant a place, To grant a place
5804,p063c1,formación académica,6.3. Sistema educativo,CERE::c1::p063,formación académica,6.3. Educational System --- Academic Training, Academic Training
5805,p063c1,formación reglada,6.3. Sistema educativo,CERE::c1::p063,formación reglada,6.3. Educational System --- Regulated Training, Regulated Training
5806,p063c1,etapa formativa,6.3. Sistema educativo,CERE::c1::p063,etapa formativa,6.3. Educational System --- Formative Stage, Formative Stage
5807,p063c1,etapa educativa,6.3. Sistema educativo,CERE::c1::p063,etapa educativa,6.3. Educational System --- Educational Stage, Educational Stage
5808,p063c1,estudios de grado superior,6.3. Sistema educativo,CERE::c1::p063,estudios de grado superior,6.3. Educational System --- Higher Degree Studies, Higher Degree Studies
5809,p063c1,estudios de grado medio,6.3. Sistema educativo,CERE::c1::p063,estudios de grado medio,6.3. Educational System --- Medium Grade Studies, Medium Grade Studies
5810,p063c1,titulación mínima,6.3. Sistema educativo,CERE::c1::p063,titulación mínima,6.3. Educational System --- Minimum degree, Minimum degree
5811,p063c1,titulación requerida,6.3. Sistema educativo,CERE::c1::p063,titulación requerida,6.3. Educational System --- Required Degree, Required Degree
5812,p063c1,promover una educación de calidad,6.3. Sistema educativo,CERE::c1::p063,a promover una educación de calidad,6.3. Educational System --- To promote quality education, To promote quality education
5813,p063c1,favorecer el aprendizaje,6.3. Sistema educativo,CERE::c1::p063,a favorecer el aprendizaje,6.3. Educational System --- To favor learning, To favor learning
5814,p063c1,superar el fracaso escolar,6.3. Sistema educativo,CERE::c1::p063,a superar el fracaso escolar,6.3. Educational System --- To overcome school failure, To overcome school failure
5815,p063c1,afrontar el fracaso escolar,6.3. Sistema educativo,CERE::c1::p063,a afrontar el fracaso escolar,6.3. Educational System --- To face school failure, To face school failure
5816,p063c1,hacer frente a el fracaso escolar,6.3. Sistema educativo,CERE::c1::p063,a hacer frente a el fracaso escolar,6.3. Educational System --- To face school failure, To face school failure
5817,p063c1,optar a una beca,6.3. Sistema educativo,CERE::c1::p063,a optar a una beca,6.3. Educational System --- To opt for a scholarship, To opt for a scholarship
5818,p063c1,hacer novillos,6.3. Sistema educativo,CERE::c1::p063,a hacer novillos,6.3. Educational System --- To make steers, To make steers
5819,p063c1,hacer una novatada,6.3. Sistema educativo,CERE::c1::p063,a hacer una novatada,6.3. Educational System --- To make a ride, To make a ride
5820,p063c1,hacer un curso de reciclaje,6.3. Sistema educativo,CERE::c1::p063,a hacer un curso de reciclaje,6.3. Educational System --- To do a recycling course, To do a recycling course
5821,p063c1,dar una clase magistral,6.3. Sistema educativo,CERE::c1::p063,a dar una clase magistral,6.3. Educational System --- To give a master class, To give a master class
5822,p063c1,clausurar un curso,6.3. Sistema educativo,CERE::c1::p063,a clausurar un curso,6.3. Educational System --- To close a course, To close a course
5823,p063c1,inaugurar un curso,6.3. Sistema educativo,CERE::c1::p063,a inaugurar un curso,6.3. Educational System --- To inaugurate a course, To inaugurate a course
5824,p063c1,expulsar a un profesor,6.3. Sistema educativo,CERE::c1::p063,a expulsar a un profesor,6.3. Educational System --- To expel a teacher, To expel a teacher
5825,p063c1,denegar una plaza,6.3. Sistema educativo,CERE::c1::p063,a denegar una plaza,6.3. Educational System --- To deny a place, To deny a place
5826,p063c1,acreditar (haber realizado) estudios,6.3. Sistema educativo,CERE::c1::p063,a acreditar (haber realizado) estudios,6.3. Educational System --- To accredit (having conducted) studies, To accredit (having conducted) studies
5827,p063c1,cursar estudios,6.3. Sistema educativo,CERE::c1::p063,a cursar estudios,6.3. Educational System --- To study, To study
5828,p063c1,firmar las actas,6.3. Sistema educativo,CERE::c1::p063,a firmar las actas,6.3. Educational System --- To sign the minutes, To sign the minutes
5829,p063c1,reciclarse,6.3. Sistema educativo,CERE::c1::p063,a reciclarse,6.3. Educational System --- To recycle, To recycle
5830,p063c1,cambiar las actas,6.3. Sistema educativo,CERE::c1::p063,a cambiar las actas,6.3. Educational System --- To change the minutes, To change the minutes
5831,p063c1,convalidar unos estudios,6.3. Sistema educativo,CERE::c1::p063,a convalidar unos estudios,6.3. Educational System --- To validate some studies, To validate some studies
5832,p063c1,convalidar una asignatura,6.3. Sistema educativo,CERE::c1::p063,a convalidar una asignatura,6.3. Educational System --- To validate a subject, To validate a subject
5833,p063c1,revisar las actas,6.3. Sistema educativo,CERE::c1::p063,a revisar las actas,6.3. Educational System --- To review the minutes, To review the minutes
5834,p064c1,dominar una materia,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a dominar una materia,6.4. Learning and Teaching --- To master a subject, To master a subject
5835,p064c1,transmitir conocimientos,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a transmitir conocimientos,6.4. Learning and Teaching --- To transmit knowledge, To transmit knowledge
5836,p064c1,asimilar conocimientos,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a asimilar conocimientos,6.4. Learning and Teaching --- To assimilate knowledge, To assimilate knowledge
5837,p064c1,dominar un tema,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a dominar un tema,6.4. Learning and Teaching --- To master a topic, To master a topic
5838,p064c1,adquirir conocimientos,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a adquirir conocimientos,6.4. Learning and Teaching --- To acquire knowledge, To acquire knowledge
5839,p064c1,didáctica,6.4. Aprendizaje y enseñanza,CERE::c1::p064,didáctica,6.4. Learning and Teaching --- Didactics, Didactics
5840,p064c1,dar estudios,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a dar estudios,6.4. Learning and Teaching --- To give studies, To give studies
5841,p064c1,conocimiento adquirido,6.4. Aprendizaje y enseñanza,CERE::c1::p064,conocimiento adquirido,6.4. Learning and Teaching --- Acquired Knowledge, Acquired Knowledge
5842,p064c1,conocimiento previo,6.4. Aprendizaje y enseñanza,CERE::c1::p064,conocimiento previo,6.4. Learning and Teaching --- Prior knowledge, Prior knowledge
5843,p064c1,aprendizaje autónomo,6.4. Aprendizaje y enseñanza,CERE::c1::p064,aprendizaje autónomo,6.4. Learning and Teaching --- Autonomous Learning, Autonomous Learning
5844,p064c1,aprendizaje académico,6.4. Aprendizaje y enseñanza,CERE::c1::p064,aprendizaje académico,6.4. Learning and Teaching --- Academic Learning, Academic Learning
5845,p064c1,aprendizaje formal,6.4. Aprendizaje y enseñanza,CERE::c1::p064,aprendizaje formal,6.4. Learning and Teaching --- Formal Learning, Formal Learning
5846,p064c1,método enseñanza,6.4. Aprendizaje y enseñanza,CERE::c1::p064,método enseñanza,6.4. Learning and Teaching --- Teaching Method, Teaching Method
5847,p064c1,sistema enseñanza,6.4. Aprendizaje y enseñanza,CERE::c1::p064,sistema enseñanza,6.4. Learning and Teaching --- Teaching System, Teaching System
5848,p064c1,proceso de aprendizaje,6.4. Aprendizaje y enseñanza,CERE::c1::p064,proceso de aprendizaje,6.4. Learning and Teaching --- Learning Process, Learning Process
5849,p064c1,adquisición de conocimientos,6.4. Aprendizaje y enseñanza,CERE::c1::p064,adquisición de conocimientos,6.4. Learning and Teaching --- knowledge acquisition, knowledge acquisition
5850,p064c1,pedagogía,6.4. Aprendizaje y enseñanza,CERE::c1::p064,pedagogía,6.4. Learning and Teaching --- Pedagogy, Pedagogy
5851,p064c1,recibir formación,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a recibir formación,6.4. Learning and Teaching --- To receive training, To receive training
5852,p064c1,conocimiento práctico,6.4. Aprendizaje y enseñanza,CERE::c1::p064,conocimiento práctico,6.4. Learning and Teaching --- Practical Knowledge, Practical Knowledge
5853,p064c1,objeto de conocimiento,6.4. Aprendizaje y enseñanza,CERE::c1::p064,objeto de conocimiento,6.4. Learning and Teaching --- Object of knowledge, Object of knowledge
5854,p064c1,técnica de estudio,6.4. Aprendizaje y enseñanza,CERE::c1::p064,técnica de estudio,6.4. Learning and Teaching --- Study Technique, Study Technique
5855,p064c1,estrategia de aprendizaje,6.4. Aprendizaje y enseñanza,CERE::c1::p064,estrategia de aprendizaje,6.4. Learning and Teaching --- Learning Strategy, Learning Strategy
5856,p064c1,experto en la materia,6.4. Aprendizaje y enseñanza,CERE::c1::p064,experto en la materia,6.4. Learning and Teaching --- Expert in the field, Expert in the field
5857,p064c1,especialista en la materia,6.4. Aprendizaje y enseñanza,CERE::c1::p064,especialista en la materia,6.4. Learning and Teaching --- Specialist in the field, Specialist in the field
5858,p064c1,empollón,6.4. Aprendizaje y enseñanza,CERE::c1::p064,empollón,6.4. Learning and Teaching --- Empollón, Empollón
5859,p064c1,novato,6.4. Aprendizaje y enseñanza,CERE::c1::p064,novato,6.4. Learning and Teaching --- Rookie, Rookie
5860,p064c1,instructivo,6.4. Aprendizaje y enseñanza,CERE::c1::p064,instructivo,6.4. Learning and Teaching --- Instructions, Instructions
5861,p064c1,pedagógico,6.4. Aprendizaje y enseñanza,CERE::c1::p064,pedagógico,6.4. Learning and Teaching --- Pedagogical, Pedagogical
5862,p064c1,lúdico,6.4. Aprendizaje y enseñanza,CERE::c1::p064,lúdico,6.4. Learning and Teaching --- playful, playful
5863,p064c1,área de conocimiento,6.4. Aprendizaje y enseñanza,CERE::c1::p064,área de conocimiento,6.4. Learning and Teaching --- Knowledge Area, Knowledge Area
5864,p064c1,inducir,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a inducir,6.4. Learning and Teaching --- To induce, To induce
5865,p064c1,conocimiento teórico,6.4. Aprendizaje y enseñanza,CERE::c1::p064,conocimiento teórico,6.4. Learning and Teaching --- Theoretical knowledge, Theoretical knowledge
5866,p064c1,empollar,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a empollar,6.4. Learning and Teaching --- To True, To True
5867,p064c1,extraer conclusiones,6.4. Aprendizaje y enseñanza,CERE::c1::p064,a extraer conclusiones,6.4. Learning and Teaching --- To draw conclusions, To draw conclusions
5868,p064c1,conocimiento formal,6.4. Aprendizaje y enseñanza,CERE::c1::p064,conocimiento formal,6.4. Learning and Teaching --- Formal Knowledge, Formal Knowledge
5869,p065c1,bajar una nota,6.5. Exámenes y calificaciones,CERE::c1::p065,a bajar una nota,6.5. Exams and qualifications --- To lower a note, To lower a note
5870,p065c1,revisar un examen,6.5. Exámenes y calificaciones,CERE::c1::p065,a revisar un examen,6.5. Exams and qualifications --- To review an exam, To review an exam
5871,p065c1,superar una prueba,6.5. Exámenes y calificaciones,CERE::c1::p065,a superar una prueba,6.5. Exams and qualifications --- To overcome a test, To overcome a test
5872,p065c1,sacar(se) el curso,6.5. Exámenes y calificaciones,CERE::c1::p065,a sacarse el curso,6.5. Exams and qualifications --- To get the course, To get the course
5873,p065c1,sacar(se) una asignatura,6.5. Exámenes y calificaciones,CERE::c1::p065,a sacarse una asignatura,6.5. Exams and qualifications --- To get a subject, To get a subject
